XP_054189661.1	7b47a018b487eea1c3727f9fcba1395c	418	Pfam	PF00433	Protein kinase C terminal domain	365	412	4.2E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054189662.1	7b47a018b487eea1c3727f9fcba1395c	418	Pfam	PF00069	Protein kinase domain	89	344	4.1E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054189662.1	7b47a018b487eea1c3727f9fcba1395c	418	Pfam	PF00433	Protein kinase C terminal domain	365	412	4.2E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054189663.1	7b47a018b487eea1c3727f9fcba1395c	418	Pfam	PF00069	Protein kinase domain	89	344	4.1E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054189663.1	7b47a018b487eea1c3727f9fcba1395c	418	Pfam	PF00433	Protein kinase C terminal domain	365	412	4.2E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF25346	MRCK kinase PH domain	1114	1240	4.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1051	1101	3.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00780	CNH domain	1276	1532	7.6E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195215.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.8E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1048	1098	3.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF25346	MRCK kinase PH domain	1111	1237	4.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00780	CNH domain	1273	1529	7.6E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195216.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.8E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1035	1085	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF25346	MRCK kinase PH domain	1098	1224	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00780	CNH domain	1260	1516	7.5E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195217.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF25346	MRCK kinase PH domain	1092	1218	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00780	CNH domain	1254	1510	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1029	1079	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195218.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF25346	MRCK kinase PH domain	1079	1205	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00780	CNH domain	1241	1497	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195219.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1016	1066	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF25346	MRCK kinase PH domain	1076	1202	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00780	CNH domain	1238	1494	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1013	1063	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195220.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF25346	MRCK kinase PH domain	1127	1253	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1064	1114	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00780	CNH domain	1289	1545	7.3E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195221.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00780	CNH domain	1225	1481	7.3E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF25346	MRCK kinase PH domain	1063	1189	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1000	1050	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195222.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1048	1098	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF25346	MRCK kinase PH domain	1111	1237	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF00780	CNH domain	1273	1529	7.2E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195223.1	b61083c7c25adbdaaeffca2ec156c5b0	1767	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	983	1033	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00780	CNH domain	1208	1464	7.2E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195224.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF25346	MRCK kinase PH domain	1046	1172	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00069	Protein kinase domain	1	239	2.4E-43	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	960	1010	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF08826	DMPK coiled coil domain like	777	837	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00433	Protein kinase C terminal domain	258	300	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF25346	MRCK kinase PH domain	1023	1149	4.6E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	425	504	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195225.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00780	CNH domain	1185	1441	7.0E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	425	504	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF08826	DMPK coiled coil domain like	777	837	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00069	Protein kinase domain	1	239	2.4E-43	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	960	1010	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00433	Protein kinase C terminal domain	258	300	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF00780	CNH domain	1185	1441	7.0E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195226.1	9cd01a7fff6b51da4a0b646f2fff253a	1741	Pfam	PF25346	MRCK kinase PH domain	1023	1149	4.6E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF00069	Protein kinase domain	77	343	2.7E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF25346	MRCK kinase PH domain	1079	1205	4.6E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF00780	CNH domain	1241	1497	7.0E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195227.1	efd9660534a64c16741cf55f97e20e8d	1735	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1016	1066	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF00780	CNH domain	1144	1400	6.8E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	919	969	2.8E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF00069	Protein kinase domain	77	343	2.6E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF25346	MRCK kinase PH domain	982	1108	4.4E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195228.1	3376126b24eb3f5b96aa4e03a1be2c4e	1700	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.5E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.5E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF25346	MRCK kinase PH domain	1017	1143	4.4E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	954	1004	2.8E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF00069	Protein kinase domain	77	343	2.6E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0015	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195229.1	36c6ff2bc1c825efa0961d90e9521d37	1673	Pfam	PF00780	CNH domain	1179	1435	6.6E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF00780	CNH domain	1276	1532	6.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1051	1101	2.7E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF00069	Protein kinase domain	77	343	2.5E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.4E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF25346	MRCK kinase PH domain	1114	1240	4.2E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0015	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195230.1	6a085f1b907177c62445c710787e3fcb	1640	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.8E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF00780	CNH domain	1225	1481	6.1E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF25346	MRCK kinase PH domain	1063	1189	4.1E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF00069	Protein kinase domain	77	343	2.4E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1000	1050	2.6E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.7E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.3E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054195231.1	3fa0a0fa8439b8a36029cda70a66e612	1589	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0015	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF00069	Protein kinase domain	77	343	2.3E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF25346	MRCK kinase PH domain	1017	1143	3.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	954	1004	2.5E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF00780	CNH domain	1179	1435	5.9E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0014	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054195232.1	47438d5f3c195714eec0f460ec02c60f	1543	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.3E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054200614.1	a712a7fc36a071d4f2d7b6b7a4cb1510	1417	Pfam	PF00069	Protein kinase domain	92	354	4.9E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054200614.1	a712a7fc36a071d4f2d7b6b7a4cb1510	1417	Pfam	PF25346	MRCK kinase PH domain	1153	1239	3.9E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054200614.1	a712a7fc36a071d4f2d7b6b7a4cb1510	1417	Pfam	PF08912	Rho Binding	978	1046	2.0E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_054200615.1	2d056031a55985ec49e51f826b424887	1404	Pfam	PF25346	MRCK kinase PH domain	1153	1239	3.9E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
