"","hit_id","query_id","hit_eval","hit_bitscore","hit_description"
"771","XP_047306077.1","Mass_AKT_Aligned",5.7e-40,147.4,"microtubule-associated serine/threonin"
"772","XP_047306086.1","Mass_AKT_Aligned",5.7e-40,147.4,"microtubule-associated serine/threonin"
"773","XP_047306079.1","Mass_AKT_Aligned",5.7e-40,147.4,"microtubule-associated serine/threonin"
"774","XP_047306094.1","Mass_AKT_Aligned",5.7e-40,147.4,"microtubule-associated serine/threonin"
"775","XP_047306061.1","Mass_AKT_Aligned",5.7e-40,147.4,"microtubule-associated serine/threonin"
"776","NP_001380435.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"777","NP_001380438.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"778","NP_001380430.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"779","NP_001380432.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"780","NP_001380437.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"781","NP_001380443.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"782","NP_001380444.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"783","NP_001380433.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"784","NP_001380439.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"785","NP_001380440.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"786","NP_001380431.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"787","XP_006722762.2","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"788","XP_016881996.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"789","XP_016881997.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"790","XP_016881995.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"791","XP_047294431.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"792","XP_047294439.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"793","XP_047294434.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"794","XP_047294430.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"795","XP_047294435.1","Mass_AKT_Aligned",6.1e-40,147.3,"microtubule-associated serine/threonin"
"796","NP_001306174.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"797","XP_011539363.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"798","XP_047306052.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"799","XP_047306067.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"800","XP_047306078.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"801","XP_047306085.1","Mass_AKT_Aligned",6.4e-40,147.3,"microtubule-associated serine/threonin"
"802","XP_005274634.1","Mass_AKT_Aligned",4.6e-39,144.4,"ribosomal protein S6 kinase alpha-3 is"
"803","XP_016885207.1","Mass_AKT_Aligned",4.6e-39,144.4,"ribosomal protein S6 kinase alpha-3 is"
"804","NP_001425269.1","Mass_AKT_Aligned",6.1e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"805","XP_016885208.1","Mass_AKT_Aligned",6.1e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"806","XP_047298290.1","Mass_AKT_Aligned",6.1e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"807","XP_047298291.1","Mass_AKT_Aligned",6.1e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"808","XP_047298292.1","Mass_AKT_Aligned",6.1e-39,144,"ribosomal protein S6 kinase alpha-3 is"
"809","NP_001337734.1","Mass_AKT_Aligned",1.3e-38,142.9,"protein kinase C zeta type isoform 5 ["
"810","NP_001337735.1","Mass_AKT_Aligned",1.3e-38,142.9,"protein kinase C zeta type isoform 5 ["
"811","NP_055790.1","Mass_AKT_Aligned",8.7e-37,136.8,"microtubule-associated serine/threonin"
"812","XP_024303706.1","Mass_AKT_Aligned",9e-37,136.8,"RAC-gamma serine/threonine-protein kin"
"813","XP_054184605.1","Mass_AKT_Aligned",9e-37,136.8,"RAC-gamma serine/threonine-protein kin"
"814","NP_005151.2","Mass_AKT_Aligned",9.9e-37,136.7,"G protein-coupled receptor kinase 3 is"
"815","XP_016857281.1","Mass_AKT_Aligned",2.7e-36,135.2,"protein kinase C zeta type isoform X10"
"816","XP_016857282.1","Mass_AKT_Aligned",2.7e-36,135.2,"protein kinase C zeta type isoform X10"
"817","XP_024304159.1","Mass_AKT_Aligned",2.7e-36,135.2,"protein kinase C zeta type isoform X10"
"818","XP_047281260.1","Mass_AKT_Aligned",2.7e-36,135.2,"protein kinase C zeta type isoform X10"
"819","XP_047281263.1","Mass_AKT_Aligned",2.7e-36,135.2,"protein kinase C zeta type isoform X10"
"820","XP_011543864.1","Mass_AKT_Aligned",4.2e-35,131.2,"ribosomal protein S6 kinase alpha-3 is"
"821","XP_011543859.1","Mass_AKT_Aligned",6.5e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"822","XP_011543862.1","Mass_AKT_Aligned",6.5e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"823","XP_011543863.1","Mass_AKT_Aligned",6.5e-35,130.6,"ribosomal protein S6 kinase alpha-3 is"
"824","XP_016857286.1","Mass_AKT_Aligned",8.4e-35,130.3,"protein kinase C zeta type isoform X12"
"825","NP_001309158.1","Mass_AKT_Aligned",1.6e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"826","NP_004746.2","Mass_AKT_Aligned",1.6e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"827","NP_872198.1","Mass_AKT_Aligned",1.6e-34,129.3,"ribosomal protein S6 kinase alpha-5 is"
"828","XP_047297953.1","Mass_AKT_Aligned",2.4e-34,128.7,"ribosomal protein S6 kinase alpha-6 is"
"829","XP_047297952.1","Mass_AKT_Aligned",2.4e-34,128.7,"ribosomal protein S6 kinase alpha-6 is"
"830","NP_001356601.1","Mass_AKT_Aligned",4e-34,128,"ribosomal protein S6 kinase beta-1 iso"
"831","XP_047297122.1","Mass_AKT_Aligned",1e-33,126.7,"G protein-coupled receptor kinase 3 is"
"832","NP_001277156.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"833","NP_001380457.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"834","NP_001380454.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"835","NP_001380456.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"836","NP_001380455.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"837","XP_047273117.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"838","XP_047273116.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"839","XP_047273114.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"840","XP_047273118.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"841","XP_047273119.1","Mass_AKT_Aligned",2e-32,122.4,"microtubule-associated serine/threonin"
"842","NP_001304855.1","Mass_AKT_Aligned",1.3e-31,119.7,"serine/threonine-protein kinase N3 iso"
"843","XP_016870138.1","Mass_AKT_Aligned",1.3e-31,119.7,"serine/threonine-protein kinase N3 iso"
"844","NP_001158136.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"845","NP_001277155.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"846","NP_001284580.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"847","NP_001380453.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"848","NP_055998.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"849","XP_006714669.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"850","XP_011541687.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"851","XP_011541688.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"852","XP_011541686.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"853","XP_016864941.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"854","XP_016864938.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"855","XP_016864942.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"856","XP_016864939.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"857","XP_024301812.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"858","XP_047273121.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"859","XP_047273115.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"860","XP_047273113.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"861","XP_047273120.1","Mass_AKT_Aligned",2.4e-31,118.8,"microtubule-associated serine/threonin"
"862","NP_005299.1","Mass_AKT_Aligned",3.3e-31,118.3,"G protein-coupled receptor kinase 5 [H"
"863","NP_001229786.1","Mass_AKT_Aligned",6e-31,117.5,"cAMP-dependent protein kinase catalyti"
"864","NP_001004105.1","Mass_AKT_Aligned",2.6e-30,115.3,"G protein-coupled receptor kinase 6 is"
"865","NP_001004106.1","Mass_AKT_Aligned",2.6e-30,115.3,"G protein-coupled receptor kinase 6 is"
"866","NP_002073.2","Mass_AKT_Aligned",2.6e-30,115.3,"G protein-coupled receptor kinase 6 is"
"867","NP_001091982.1","Mass_AKT_Aligned",5.9e-30,114.2,"cGMP-dependent protein kinase 1 isofor"
"868","NP_006249.1","Mass_AKT_Aligned",5.9e-30,114.2,"cGMP-dependent protein kinase 1 isofor"
"869","XP_016871902.1","Mass_AKT_Aligned",5.9e-30,114.2,"cGMP-dependent protein kinase 1 isofor"
"870","NP_001229789.1","Mass_AKT_Aligned",2.7e-29,112,"cAMP-dependent protein kinase catalyti"
"871","NP_001229788.1","Mass_AKT_Aligned",3.6e-29,111.6,"cAMP-dependent protein kinase catalyti"
"872","XP_047273082.1","Mass_AKT_Aligned",8.5e-29,110.3,"G protein-coupled receptor kinase 6 is"
"873","XP_006714922.1","Mass_AKT_Aligned",2.7e-28,108.6,"G protein-coupled receptor kinase 6 is"
"874","NP_001362489.1","Mass_AKT_Aligned",4e-28,108.1,"cAMP-dependent protein kinase catalyti"
"875","XP_006714921.1","Mass_AKT_Aligned",4.1e-28,108,"G protein-coupled receptor kinase 6 is"
"876","NP_002721.1","Mass_AKT_Aligned",5.5e-28,107.6,"cAMP-dependent protein kinase catalyti"
"877","NP_001229342.1","Mass_AKT_Aligned",9.4e-28,106.8,"protein kinase C theta type isoform 2"
"878","NP_001610.2","Mass_AKT_Aligned",1.4e-27,106.3,"beta-adrenergic receptor kinase 1 [Hom"
"879","NP_002722.1","Mass_AKT_Aligned",1.6e-27,106.1,"cAMP-dependent protein kinase catalyti"
"880","NP_001004056.1","Mass_AKT_Aligned",1.8e-27,105.9,"G protein-coupled receptor kinase 4 is"
"881","NP_001356599.1","Mass_AKT_Aligned",6.1e-27,104.2,"ribosomal protein S6 kinase beta-1 iso"
"882","NP_892027.2","Mass_AKT_Aligned",6.6e-27,104,"G protein-coupled receptor kinase 4 is"
"883","NP_001362491.1","Mass_AKT_Aligned",1.2e-26,103.2,"cAMP-dependent protein kinase catalyti"
"884","XP_011543075.1","Mass_AKT_Aligned",1.5e-26,102.8,"beta-adrenergic receptor kinase 1 isof"
"885","NP_001362490.1","Mass_AKT_Aligned",6.2e-26,100.8,"cAMP-dependent protein kinase catalyti"
"886","NP_997401.1","Mass_AKT_Aligned",6.6e-26,100.7,"cAMP-dependent protein kinase catalyti"
"887","NP_005298.2","Mass_AKT_Aligned",1.4e-25,99.6,"G protein-coupled receptor kinase 4 is"
"888","NP_001356600.1","Mass_AKT_Aligned",2.7e-25,98.7,"ribosomal protein S6 kinase beta-1 iso"
"889","NP_001362493.1","Mass_AKT_Aligned",3.2e-25,98.5,"cAMP-dependent protein kinase catalyti"
"890","NP_001362492.1","Mass_AKT_Aligned",3.4e-25,98.3,"cAMP-dependent protein kinase catalyti"
"891","NP_001004057.1","Mass_AKT_Aligned",5.4e-25,97.7,"G protein-coupled receptor kinase 4 is"
"892","NP_001350330.1","Mass_AKT_Aligned",5.8e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"893","NP_006250.1","Mass_AKT_Aligned",5.8e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"894","XP_016863904.2","Mass_AKT_Aligned",5.8e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"895","XP_016863905.2","Mass_AKT_Aligned",5.8e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"896","XP_047271919.1","Mass_AKT_Aligned",5.8e-25,97.6,"cGMP-dependent protein kinase 2 isofor"
"897","NP_002723.2","Mass_AKT_Aligned",5.2e-24,94.4,"cAMP-dependent protein kinase catalyti"
"898","NP_001229787.1","Mass_AKT_Aligned",2.3e-22,88.9,"cAMP-dependent protein kinase catalyti"
"899","NP_001362494.1","Mass_AKT_Aligned",3.8e-22,88.2,"cAMP-dependent protein kinase catalyti"
"900","XP_016857291.1","Mass_AKT_Aligned",4e-22,88.1,"protein kinase C zeta type isoform X17"
"901","NP_001006945.1","Mass_AKT_Aligned",4.4e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"902","NP_001287731.1","Mass_AKT_Aligned",4.4e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"903","NP_003933.1","Mass_AKT_Aligned",4.4e-22,88,"ribosomal protein S6 kinase alpha-4 is"
"904","NP_001229791.1","Mass_AKT_Aligned",1.2e-21,86.5,"cAMP-dependent protein kinase catalyti"
"905","NP_001309162.1","Mass_AKT_Aligned",4.9e-19,77.9,"ribosomal protein S6 kinase alpha-5 is"
"906","NP_001309165.1","Mass_AKT_Aligned",1.3e-18,76.5,"ribosomal protein S6 kinase alpha-5 is"
"907","XP_011511751.1","Mass_AKT_Aligned",3e-18,75.3,"G protein-coupled receptor kinase 4 is"
"908","XP_011511750.1","Mass_AKT_Aligned",3e-18,75.3,"G protein-coupled receptor kinase 4 is"
"909","XP_011511749.1","Mass_AKT_Aligned",3e-18,75.3,"G protein-coupled receptor kinase 4 is"
"910","XP_024304165.1","Mass_AKT_Aligned",5.6e-18,74.4,"protein kinase C zeta type isoform X16"
"911","NP_002920.1","Mass_AKT_Aligned",7.2e-18,74,"rhodopsin kinase GRK1 [Homo sapiens]"
"912","XP_016863541.1","Mass_AKT_Aligned",1.8e-17,72.7,"G protein-coupled receptor kinase 4 is"
"913","XP_011511752.1","Mass_AKT_Aligned",2.4e-16,68.9,"G protein-coupled receptor kinase 4 is"
"914","NP_005035.1","Mass_AKT_Aligned",4.6e-16,68,"cAMP-dependent protein kinase catalyti"
"915","NP_001337269.1","Mass_AKT_Aligned",6.2e-14,60.9,"serine/threonine-protein kinase LATS1"
"916","NP_001337321.1","Mass_AKT_Aligned",6.2e-14,60.9,"serine/threonine-protein kinase LATS1"
"917","NP_004681.1","Mass_AKT_Aligned",6.2e-14,60.9,"serine/threonine-protein kinase LATS1"
"918","XP_047275474.1","Mass_AKT_Aligned",6.2e-14,60.9,"serine/threonine-protein kinase LATS1"
"919","NP_001269414.1","Mass_AKT_Aligned",6.3e-14,60.9,"cGMP-dependent protein kinase 2 isofor"
"920","NP_001349707.1","Mass_AKT_Aligned",1.2e-13,60,"G protein-coupled receptor kinase 3 is"
"921","XP_011520823.1","Mass_AKT_Aligned",9.3e-13,57,"3-phosphoinositide-dependent protein k"
"922","NP_055387.2","Mass_AKT_Aligned",2.5e-12,55.6,"serine/threonine-protein kinase LATS2"
"923","XP_005266399.1","Mass_AKT_Aligned",2.5e-12,55.6,"serine/threonine-protein kinase LATS2"
"924","XP_011533344.1","Mass_AKT_Aligned",2.5e-12,55.6,"serine/threonine-protein kinase LATS2"
"925","XP_016876030.1","Mass_AKT_Aligned",2.5e-12,55.6,"serine/threonine-protein kinase LATS2"
"926","XP_047286222.1","Mass_AKT_Aligned",2.5e-12,55.6,"serine/threonine-protein kinase LATS2"
"927","XP_016863544.1","Mass_AKT_Aligned",3.8e-09,45,"G protein-coupled receptor kinase 4 is"
"928","XP_016863543.1","Mass_AKT_Aligned",1e-08,43.6,"G protein-coupled receptor kinase 4 is"
"929","NP_001397983.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"930","NP_006026.3","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"931","XP_005268287.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"932","XP_005268285.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"933","XP_005268284.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"934","XP_011535689.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"935","XP_047287937.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"936","XP_047287938.1","Mass_AKT_Aligned",1.3e-08,43.3,"serine/threonine-protein kinase MRCK b"
"937","XP_011511755.1","Mass_AKT_Aligned",4.7e-08,41.4,"G protein-coupled receptor kinase 4 is"
"938","NP_631948.1","Mass_AKT_Aligned",8.4e-08,40.6,"rhodopsin kinase GRK7 [Homo sapiens]"
"939","XP_047303405.1","Mass_AKT_Aligned",8.4e-08,40.6,"rhodopsin kinase GRK7 isoform X1 [Homo"
"940","NP_001275693.1","Mass_AKT_Aligned",3.8e-07,38.4,"myotonin-protein kinase isoform 5 [Hom"
"941","NP_001411092.1","Mass_AKT_Aligned",3.8e-07,38.4,"myotonin-protein kinase isoform 10 [Ho"
"942","NP_001352940.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"943","NP_001352939.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"944","NP_001352948.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"945","NP_001374479.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"946","NP_001380943.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"947","NP_003598.2","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"948","NP_055641.3","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"949","XP_005273374.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"950","XP_005273378.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"951","XP_005273377.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"952","XP_006711898.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"953","XP_005273375.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"954","XP_006711897.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"955","XP_011542611.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"956","XP_011542610.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"957","XP_011542609.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"958","XP_016858071.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"959","XP_016858067.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"960","XP_047288323.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"961","XP_047288321.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"962","XP_047288320.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"963","XP_047288313.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"964","XP_047288334.1","Mass_AKT_Aligned",2e-06,36,"serine/threonine-protein kinase MRCK a"
"965","NP_001193928.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"966","NP_009105.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"967","XP_006719269.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"968","XP_011536085.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"969","XP_011536086.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"970","XP_011536089.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"971","XP_011536090.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"972","XP_011536087.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"973","XP_016874225.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"974","XP_016874226.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"975","XP_016874224.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"976","XP_047284090.1","Mass_AKT_Aligned",2.7e-06,35.6,"citron Rho-interacting kinase isoform"
"977","NP_005397.1","Mass_AKT_Aligned",2.5e-05,32.3,"rho-associated protein kinase 1 [Homo"
"978","XP_047283799.1","Mass_AKT_Aligned",0.00022,29.2,"ribosomal protein S6 kinase alpha-4 is"
"979","NP_001337268.1","Mass_AKT_Aligned",0.00022,29.2,"serine/threonine-protein kinase LATS1"
"980","XP_016866963.1","Mass_AKT_Aligned",0.00022,29.2,"serine/threonine-protein kinase LATS1"
"981","XP_024302351.1","Mass_AKT_Aligned",0.00022,29.2,"serine/threonine-protein kinase LATS1"
"982","XP_047275477.1","Mass_AKT_Aligned",0.00022,29.2,"serine/threonine-protein kinase LATS1"
"983","XP_047275473.1","Mass_AKT_Aligned",0.00022,29.2,"serine/threonine-protein kinase LATS1"
"984","NP_001309157.1","Mass_AKT_Aligned",0.00023,29.1,"ribosomal protein S6 kinase alpha-5 is"
"985","NP_001229790.1","Mass_AKT_Aligned",0.00024,29.1,"cAMP-dependent protein kinase catalyti"
"986","NP_001305867.1","Mass_AKT_Aligned",0.00043,28.2,"ribosomal protein S6 kinase alpha-2 is"
"987","XP_047275191.1","Mass_AKT_Aligned",0.00043,28.2,"ribosomal protein S6 kinase alpha-2 is"
"988","XP_005274437.1","Mass_AKT_Aligned",0.00045,28.2,"ribosomal protein S6 kinase alpha-4 is"
"989","XP_047283800.1","Mass_AKT_Aligned",0.00046,28.2,"ribosomal protein S6 kinase alpha-4 is"
"990","NP_001411093.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 8 [Hom"
"991","NP_001411094.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 11 [Ho"
"992","NP_001411091.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 14 [Ho"
"993","NP_001411097.1","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 15 [Ho"
"994","NP_004400.4","Mass_AKT_Aligned",0.0017,26.2,"myotonin-protein kinase isoform 2 [Hom"
"995","NP_001075029.1","Mass_AKT_Aligned",0.0072,24.2,"myotonin-protein kinase isoform 3 [Hom"
"996","NP_001075031.1","Mass_AKT_Aligned",0.0072,24.2,"myotonin-protein kinase isoform 4 [Hom"
"997","NP_001275695.1","Mass_AKT_Aligned",0.0072,24.2,"myotonin-protein kinase isoform 7 [Hom"
"998","NP_001411098.1","Mass_AKT_Aligned",0.0072,24.2,"myotonin-protein kinase isoform 13 [Ho"
"999","NP_001075032.1","Mass_AKT_Aligned",0.0077,24.1,"myotonin-protein kinase isoform 1 [Hom"
"1000","NP_001339328.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1001","XP_047283426.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1002","XP_047283427.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1003","XP_047283431.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1004","XP_047283428.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1005","XP_047283430.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1006","XP_047283429.1","Mass_AKT_Aligned",0.016,23,"serine/threonine-protein kinase 33 iso"
"1007","XP_024304639.1","Mass_AKT_Aligned",0.019,22.8,"ribosomal protein S6 kinase alpha-1 is"
"1008","XP_054187514.1","Mass_AKT_Aligned",0.019,22.8,"ribosomal protein S6 kinase alpha-1 is"
"1009","NP_001275990.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1010","NP_001339317.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1011","NP_001339318.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1012","NP_001339319.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1013","NP_001339320.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1014","NP_001339321.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1015","NP_001339322.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1016","NP_001339316.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1017","NP_112168.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1018","XP_011518592.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1019","XP_016873633.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1020","XP_016873635.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1021","XP_016873643.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1022","XP_016873644.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1023","XP_016873634.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1024","XP_047283405.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1025","XP_047283406.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1026","XP_047283408.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1027","XP_047283409.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
